"x","y","psi_numerical","psi_exact","error"
  0.5977,  0.3955,  0.7385052E-02,  0.3074048E+00, -0.3000197E+00
  0.6208,  0.3955,  0.7226334E-02,  0.2995243E+00, -0.2922980E+00
  0.6392,  0.3955,  0.7077584E-02,  0.2921095E+00, -0.2850319E+00
  0.6537,  0.3955,  0.6948146E-02,  0.2856043E+00, -0.2786562E+00
  0.6649,  0.3955,  0.6840794E-02,  0.2801557E+00, -0.2733149E+00
  0.6735,  0.3955,  0.6754596E-02,  0.2757361E+00, -0.2689815E+00
  0.6801,  0.3955,  0.6686905E-02,  0.2722320E+00, -0.2655451E+00
  0.6850,  0.3955,  0.6634563E-02,  0.2694990E+00, -0.2628644E+00
  0.6888,  0.3955,  0.6594520E-02,  0.2673926E+00, -0.2607981E+00
  0.6916,  0.3955,  0.6564116E-02,  0.2657834E+00, -0.2592193E+00
  0.6937,  0.3955,  0.6541154E-02,  0.2645619E+00, -0.2580207E+00
  0.6953,  0.3955,  0.6523875E-02,  0.2636390E+00, -0.2571152E+00
  0.0047,  0.3973,  0.4665619E-02,  0.4665619E-02, -0.4779163E-15
  0.0063,  0.3973, -0.8744677E-15,  0.6246514E-02, -0.6246514E-02
  0.0084,  0.3973, -0.1329054E-14,  0.8356424E-02, -0.8356424E-02
  0.0112,  0.3973, -0.5859715E-15,  0.1116704E-01, -0.1116704E-01
  0.0150,  0.3973, -0.7165094E-15,  0.1490145E-01, -0.1490145E-01
  0.0199,  0.3973, -0.4693380E-15,  0.1984606E-01, -0.1984606E-01
  0.0265,  0.3973, -0.2798868E-15,  0.2636212E-01, -0.2636212E-01
  0.0351,  0.3973, -0.2452105E-15,  0.3489384E-01, -0.3489384E-01
  0.0463,  0.3973,  0.1057203E-15,  0.4596683E-01, -0.4596683E-01
  0.0608,  0.3973, -0.1727905E-15,  0.6016618E-01, -0.6016618E-01
  0.0792,  0.3973, -0.5289437E-15,  0.7807813E-01, -0.7807813E-01
  0.1023,  0.3973, -0.9988560E-15,  0.1001748E+00, -0.1001748E+00
  0.1308,  0.3973,  0.7413137E-15,  0.1266261E+00, -0.1266261E+00
  0.1650,  0.3973, -0.7584358E-15,  0.1570465E+00, -0.1570465E+00
  0.2049,  0.3973,  0.3050345E-14,  0.1902432E+00, -0.1902432E+00
  0.2499,  0.3973, -0.2219717E-14,  0.2241055E+00, -0.2241055E+00
  0.2989,  0.3973, -0.1041959E-14,  0.2558152E+00, -0.2558152E+00
  0.3500,  0.3973,  0.2208439E-14,  0.2824534E+00, -0.2824534E+00
  0.4011,  0.3973,  0.2381857E-14,  0.3018271E+00, -0.3018271E+00
  0.4501,  0.3973,  0.4859069E-14,  0.3131132E+00, -0.3131132E+00
  0.4951,  0.3973,  0.1888924E-14,  0.3169675E+00, -0.3169675E+00
  0.5350,  0.3973, -0.2291597E-14,  0.3150884E+00, -0.3150884E+00
  0.5692,  0.3973, -0.3441881E-14,  0.3095425E+00, -0.3095425E+00
  0.5977,  0.3973, -0.1468813E-13,  0.3022019E+00, -0.3022019E+00
  0.6208,  0.3973, -0.1771506E-13,  0.2944548E+00, -0.2944548E+00
  0.6392,  0.3973,  0.4126812E-15,  0.2871655E+00, -0.2871655E+00
  0.6537,  0.3973,  0.6800082E-15,  0.2807704E+00, -0.2807704E+00
  0.6649,  0.3973, -0.3942440E-14,  0.2754140E+00, -0.2754140E+00
  0.6735,  0.3973, -0.4095438E-15,  0.2710692E+00, -0.2710692E+00
  0.6801,  0.3973,  0.2570745E-15,  0.2676244E+00, -0.2676244E+00
  0.6850,  0.3973, -0.4332154E-15,  0.2649376E+00, -0.2649376E+00
  0.6888,  0.3973,  0.4295361E-15,  0.2628669E+00, -0.2628669E+00
  0.6916,  0.3973, -0.2745131E-15,  0.2612849E+00, -0.2612849E+00
  0.6937,  0.3973, -0.6168826E-16,  0.2600841E+00, -0.2600841E+00
  0.6953,  0.3973,  0.2865885E-15,  0.2591769E+00, -0.2591769E+00
  0.0047,  0.4040,  0.4371110E-02,  0.4371110E-02,  0.4813858E-15
  0.0063,  0.4040, -0.2679649E-13,  0.5852214E-02, -0.5852214E-02
  0.0084,  0.4040, -0.2888997E-14,  0.7828940E-02, -0.7828940E-02
  0.0112,  0.4040, -0.1358346E-13,  0.1046214E-01, -0.1046214E-01
  0.0150,  0.4040,  0.8530797E-14,  0.1396082E-01, -0.1396082E-01
  0.0199,  0.4040,  0.3189379E-14,  0.1859331E-01, -0.1859331E-01
  0.0265,  0.4040,  0.2295921E-13,  0.2469806E-01, -0.2469806E-01
  0.0351,  0.4040, -0.3447166E-15,  0.3269123E-01, -0.3269123E-01
  0.0463,  0.4040, -0.2458408E-13,  0.4306525E-01, -0.4306525E-01
  0.0608,  0.4040,  0.1022244E-12,  0.5636830E-01, -0.5636830E-01
  0.0792,  0.4040,  0.4991761E-13,  0.7314959E-01, -0.7314959E-01
  0.1023,  0.4040, -0.1370940E-13,  0.9385148E-01, -0.9385148E-01
  0.1308,  0.4040, -0.3062177E-13,  0.1186330E+00, -0.1186330E+00
  0.1650,  0.4040,  0.2484338E-13,  0.1471332E+00, -0.1471332E+00
  0.2049,  0.4040, -0.5178163E-13,  0.1782344E+00, -0.1782344E+00
  0.2499,  0.4040, -0.8761026E-13,  0.2099592E+00, -0.2099592E+00
  0.2989,  0.4040,  0.2886651E-13,  0.2396674E+00, -0.2396674E+00
  0.3500,  0.4040, -0.3210675E-14,  0.2646240E+00, -0.2646240E+00
  0.4011,  0.4040, -0.4514432E-13,  0.2827748E+00, -0.2827748E+00
  0.4501,  0.4040, -0.4085704E-10,  0.2933485E+00, -0.2933485E+00
  0.4951,  0.4040,  0.4315499E-13,  0.2969595E+00, -0.2969595E+00
  0.5350,  0.4040,  0.1118812E-13,  0.2951990E+00, -0.2951990E+00
  0.5692,  0.4040, -0.4882477E-14,  0.2900032E+00, -0.2900032E+00
  0.5977,  0.4040, -0.5120271E-13,  0.2831259E+00, -0.2831259E+00
  0.6208,  0.4040,  0.7000791E-14,  0.2758679E+00, -0.2758679E+00
  0.6392,  0.4040, -0.1222787E-12,  0.2690387E+00, -0.2690387E+00
  0.6537,  0.4040, -0.3781840E-13,  0.2630473E+00, -0.2630473E+00
  0.6649,  0.4040,  0.5283025E-13,  0.2580289E+00, -0.2580289E+00
  0.6735,  0.4040, -0.5425047E-13,  0.2539585E+00, -0.2539585E+00
  0.6801,  0.4040, -0.2086683E-14,  0.2507311E+00, -0.2507311E+00
  0.6850,  0.4040,  0.8613508E-14,  0.2482139E+00, -0.2482139E+00
  0.6888,  0.4040,  0.4996014E-14,  0.2462739E+00, -0.2462739E+00
  0.6916,  0.4040,  0.1027473E-16,  0.2447918E+00, -0.2447918E+00
  0.6937,  0.4040,  0.2461309E-17,  0.2436668E+00, -0.2436668E+00
  0.6953,  0.4040, -0.9052665E-20,  0.2428168E+00, -0.2428168E+00
  0.0047,  0.4057,  0.4298738E-02,  0.4298738E-02,  0.1524128E-13
  0.0063,  0.4057,  0.3208274E-02,  0.5755320E-02, -0.2547046E-02
  0.0084,  0.4057,  0.1234369E-02,  0.7699318E-02, -0.6464949E-02
  0.0112,  0.4057,  0.5384725E-03,  0.1028892E-01, -0.9750446E-02
  0.0150,  0.4057,  0.2801494E-03,  0.1372968E-01, -0.1344953E-01
  0.0199,  0.4057,  0.1084744E-03,  0.1828547E-01, -0.1817699E-01
  0.0265,  0.4057, -0.2546018E-04,  0.2428914E-01, -0.2431460E-01
  0.0351,  0.4057, -0.1501400E-03,  0.3214997E-01, -0.3230011E-01
  0.0463,  0.4057, -0.2745565E-03,  0.4235223E-01, -0.4262679E-01
  0.0608,  0.4057, -0.4097472E-03,  0.5543502E-01, -0.5584476E-01
  0.0792,  0.4057, -0.5643889E-03,  0.7193847E-01, -0.7250286E-01
  0.1023,  0.4057, -0.7429240E-03,  0.9229760E-01, -0.9304053E-01
  0.1308,  0.4057, -0.9458295E-03,  0.1166689E+00, -0.1176147E+00
  0.1650,  0.4057, -0.1167147E-02,  0.1446972E+00, -0.1458643E+00
  0.2049,  0.4057, -0.1392056E-02,  0.1752834E+00, -0.1766755E+00
  0.2499,  0.4057, -0.1596345E-02,  0.2064830E+00, -0.2080793E+00
  0.2989,  0.4057, -0.1749566E-02,  0.2356992E+00, -0.2374488E+00
  0.3500,  0.4057, -0.1822722E-02,  0.2602427E+00, -0.2620654E+00
  0.4011,  0.4057, -0.1798217E-02,  0.2780929E+00, -0.2798911E+00
  0.4501,  0.4057, -0.1676998E-02,  0.2884916E+00, -0.2901686E+00
  0.4951,  0.4057, -0.1478799E-02,  0.2920428E+00, -0.2935216E+00
  0.5350,  0.4057, -0.1235169E-02,  0.2903114E+00, -0.2915466E+00
  0.5692,  0.4057, -0.9794547E-03,  0.2852017E+00, -0.2861812E+00
  0.5977,  0.4057, -0.7386967E-03,  0.2784383E+00, -0.2791770E+00
  0.6208,  0.4057, -0.5299388E-03,  0.2713004E+00, -0.2718303E+00
  0.6392,  0.4057, -0.3605372E-03,  0.2645843E+00, -0.2649448E+00
  0.6537,  0.4057, -0.2305951E-03,  0.2586920E+00, -0.2589226E+00
  0.6649,  0.4057, -0.1358644E-03,  0.2537568E+00, -0.2538927E+00
  0.6735,  0.4057, -0.7031980E-04,  0.2497537E+00, -0.2498240E+00
  0.6801,  0.4057, -0.2772620E-04,  0.2465798E+00, -0.2466075E+00
  0.6850,  0.4057, -0.2291874E-05,  0.2441043E+00, -0.2441066E+00
  0.6888,  0.4057,  0.1059942E-04,  0.2421964E+00, -0.2421858E+00
  0.6916,  0.4057,  0.1443242E-04,  0.2407388E+00, -0.2407244E+00
  0.6937,  0.4057,  0.9133124E-05,  0.2396324E+00, -0.2396233E+00
  0.6953,  0.4057,  0.6903319E-19,  0.2387965E+00, -0.2387965E+00
  0.0047,  0.4080,  0.4197051E-02,  0.4197051E-02,  0.9172350E-14
  0.0063,  0.4080,  0.3163600E-02,  0.5619177E-02, -0.2455577E-02
  0.0084,  0.4080,  0.2151279E-02,  0.7517190E-02, -0.5365911E-02
  0.0112,  0.4080,  0.1242991E-02,  0.1004553E-01, -0.8802542E-02
  0.0150,  0.4080,  0.6593888E-03,  0.1340490E-01, -0.1274551E-01
  0.0199,  0.4080,  0.2536248E-03,  0.1785292E-01, -0.1759930E-01
  0.0265,  0.4080, -0.6963141E-04,  0.2371457E-01, -0.2378421E-01
  0.0351,  0.4080, -0.3650269E-03,  0.3138946E-01, -0.3175449E-01
  0.0463,  0.4080, -0.6635956E-03,  0.4135039E-01, -0.4201398E-01
  0.0608,  0.4080, -0.9897792E-03,  0.5412370E-01, -0.5511348E-01
  0.0792,  0.4080, -0.1362523E-02,  0.7023676E-01, -0.7159928E-01
  0.1023,  0.4080, -0.1793126E-02,  0.9011429E-01, -0.9190742E-01
  0.1308,  0.4080, -0.2282769E-02,  0.1139090E+00, -0.1161918E+00
  0.1650,  0.4080, -0.2816979E-02,  0.1412743E+00, -0.1440913E+00
  0.2049,  0.4080, -0.3360045E-02,  0.1711371E+00, -0.1744971E+00
  0.2499,  0.4080, -0.3853632E-02,  0.2015986E+00, -0.2054522E+00
  0.2989,  0.4080, -0.4224355E-02,  0.2301237E+00, -0.2343481E+00
  0.3500,  0.4080, -0.4402309E-02,  0.2540866E+00, -0.2584889E+00
  0.4011,  0.4080, -0.4345039E-02,  0.2715146E+00, -0.2758596E+00
  0.4501,  0.4080, -0.4054751E-02,  0.2816673E+00, -0.2857220E+00
  0.4951,  0.4080, -0.3578904E-02,  0.2851345E+00, -0.2887134E+00
  0.5350,  0.4080, -0.2993429E-02,  0.2834441E+00, -0.2864375E+00
  0.5692,  0.4080, -0.2378607E-02,  0.2784552E+00, -0.2808338E+00
  0.5977,  0.4080, -0.1799556E-02,  0.2718518E+00, -0.2736513E+00
  0.6208,  0.4080, -0.1297335E-02,  0.2648828E+00, -0.2661801E+00
  0.6392,  0.4080, -0.8896480E-03,  0.2583255E+00, -0.2592152E+00
  0.6537,  0.4080, -0.5767567E-03,  0.2525727E+00, -0.2531494E+00
  0.6649,  0.4080, -0.3485430E-03,  0.2477542E+00, -0.2481027E+00
  0.6735,  0.4080, -0.1904475E-03,  0.2438458E+00, -0.2440362E+00
  0.6801,  0.4080, -0.8731054E-04,  0.2407469E+00, -0.2408343E+00
  0.6850,  0.4080, -0.2542111E-04,  0.2383300E+00, -0.2383554E+00
  0.6888,  0.4080,  0.6400562E-05,  0.2364672E+00, -0.2364608E+00
  0.6916,  0.4080,  0.1667859E-04,  0.2350441E+00, -0.2350275E+00
  0.6937,  0.4080,  0.1166418E-04,  0.2339639E+00, -0.2339522E+00
  0.6953,  0.4080,  0.3588666E-16,  0.2331478E+00, -0.2331478E+00
  0.0047,  0.4112,  0.4054460E-02,  0.4054460E-02,  0.1340074E-14
  0.0063,  0.4112,  0.3340418E-02,  0.5428271E-02, -0.2087853E-02
  0.0084,  0.4112,  0.2604068E-02,  0.7261800E-02, -0.4657732E-02
  0.0112,  0.4112,  0.1787282E-02,  0.9704245E-02, -0.7916963E-02
  0.0150,  0.4112,  0.1037547E-02,  0.1294948E-01, -0.1191194E-01
  0.0199,  0.4112,  0.4008068E-03,  0.1724639E-01, -0.1684558E-01
  0.0265,  0.4112, -0.1541249E-03,  0.2290889E-01, -0.2306302E-01
  0.0351,  0.4112, -0.6786380E-03,  0.3032303E-01, -0.3100167E-01
  0.0463,  0.4112, -0.1218092E-02,  0.3994554E-01, -0.4116364E-01
  0.0608,  0.4112, -0.1811820E-02,  0.5228489E-01, -0.5409672E-01
  0.0792,  0.4112, -0.2491802E-02,  0.6785053E-01, -0.7034233E-01
  0.1023,  0.4112, -0.3278215E-02,  0.8705274E-01, -0.9033096E-01
  0.1308,  0.4112, -0.4173003E-02,  0.1100391E+00, -0.1142121E+00
  0.1650,  0.4112, -0.5149646E-02,  0.1364747E+00, -0.1416243E+00
  0.2049,  0.4112, -0.6142984E-02,  0.1653228E+00, -0.1714658E+00
  0.2499,  0.4112, -0.7046599E-02,  0.1947495E+00, -0.2017961E+00
  0.2989,  0.4112, -0.7726596E-02,  0.2223055E+00, -0.2300321E+00
  0.3500,  0.4112, -0.8055382E-02,  0.2454543E+00, -0.2535096E+00
  0.4011,  0.4112, -0.7955380E-02,  0.2622901E+00, -0.2702455E+00
  0.4501,  0.4112, -0.7430414E-02,  0.2720979E+00, -0.2795283E+00
  0.4951,  0.4112, -0.6566816E-02,  0.2754473E+00, -0.2820141E+00
  0.5350,  0.4112, -0.5502851E-02,  0.2738143E+00, -0.2793172E+00
  0.5692,  0.4112, -0.4384752E-02,  0.2689950E+00, -0.2733797E+00
  0.5977,  0.4112, -0.3331173E-02,  0.2626159E+00, -0.2659471E+00
  0.6208,  0.4112, -0.2416953E-02,  0.2558836E+00, -0.2583006E+00
  0.6392,  0.4112, -0.1674367E-02,  0.2495491E+00, -0.2512235E+00
  0.6537,  0.4112, -0.1103912E-02,  0.2439917E+00, -0.2450956E+00
  0.6649,  0.4112, -0.6871741E-03,  0.2393370E+00, -0.2400241E+00
  0.6735,  0.4112, -0.3975157E-03,  0.2355613E+00, -0.2359589E+00
  0.6801,  0.4112, -0.2070886E-03,  0.2325678E+00, -0.2327749E+00
  0.6850,  0.4112, -0.9061694E-04,  0.2302329E+00, -0.2303236E+00
  0.6888,  0.4112, -0.2696636E-04,  0.2284335E+00, -0.2284605E+00
  0.6916,  0.4112,  0.8862301E-06,  0.2270587E+00, -0.2270578E+00
  0.6937,  0.4112,  0.6380816E-05,  0.2260152E+00, -0.2260088E+00
  0.6953,  0.4112,  0.1087880E-14,  0.2252268E+00, -0.2252268E+00
  0.0047,  0.4156,  0.3855087E-02,  0.3855087E-02, -0.1663296E-13
  0.0063,  0.4156,  0.3382903E-02,  0.5161342E-02, -0.1778440E-02
  0.0084,  0.4156,  0.2787650E-02,  0.6904710E-02, -0.4117060E-02
  0.0112,  0.4156,  0.2072001E-02,  0.9227050E-02, -0.7155049E-02
  0.0150,  0.4156,  0.1279665E-02,  0.1231271E-01, -0.1103304E-01
  0.0199,  0.4156,  0.4682220E-03,  0.1639832E-01, -0.1593009E-01
  0.0265,  0.4156, -0.3359465E-03,  0.2178238E-01, -0.2211832E-01
  0.0351,  0.4156, -0.1149660E-02,  0.2883193E-01, -0.2998159E-01
  0.0463,  0.4156, -0.2014423E-02,  0.3798127E-01, -0.3999569E-01
  0.0608,  0.4156, -0.2979606E-02,  0.4971385E-01, -0.5269345E-01
  0.0792,  0.4156, -0.4090831E-02,  0.6451406E-01, -0.6860489E-01
  0.1023,  0.4156, -0.5378783E-02,  0.8277203E-01, -0.8815081E-01
  0.1308,  0.4156, -0.6845739E-02,  0.1046280E+00, -0.1114738E+00
  0.1650,  0.4156, -0.8447952E-02,  0.1297637E+00, -0.1382116E+00
  0.2049,  0.4156, -0.1007873E-01,  0.1571933E+00, -0.1672720E+00
  0.2499,  0.4156, -0.1156396E-01,  0.1851729E+00, -0.1967369E+00
  0.2989,  0.4156, -0.1268455E-01,  0.2113739E+00, -0.2240584E+00
  0.3500,  0.4156, -0.1323163E-01,  0.2333843E+00, -0.2466160E+00
  0.4011,  0.4156, -0.1307798E-01,  0.2493923E+00, -0.2624703E+00
  0.4501,  0.4156, -0.1222941E-01,  0.2587178E+00, -0.2709472E+00
  0.4951,  0.4156, -0.1082658E-01,  0.2619025E+00, -0.2727291E+00
  0.5350,  0.4156, -0.9095083E-02,  0.2603498E+00, -0.2694449E+00
  0.5692,  0.4156, -0.7273606E-02,  0.2557675E+00, -0.2630411E+00
  0.5977,  0.4156, -0.5555896E-02,  0.2497021E+00, -0.2552579E+00
  0.6208,  0.4156, -0.4064178E-02,  0.2433008E+00, -0.2473650E+00
  0.6392,  0.4156, -0.2851158E-02,  0.2372779E+00, -0.2401290E+00
  0.6537,  0.4156, -0.1917602E-02,  0.2319937E+00, -0.2339113E+00
  0.6649,  0.4156, -0.1233301E-02,  0.2275678E+00, -0.2288011E+00
  0.6735,  0.4156, -0.7543989E-03,  0.2239779E+00, -0.2247323E+00
  0.6801,  0.4156, -0.4348400E-03,  0.2211315E+00, -0.2215664E+00
  0.6850,  0.4156, -0.2326048E-03,  0.2189115E+00, -0.2191441E+00
  0.6888,  0.4156, -0.1123753E-03,  0.2172005E+00, -0.2173129E+00
  0.6916,  0.4156, -0.4623054E-04,  0.2158934E+00, -0.2159396E+00
  0.6937,  0.4156, -0.1353121E-04,  0.2149012E+00, -0.2149147E+00
  0.6953,  0.4156, -0.2117109E-14,  0.2141515E+00, -0.2141515E+00
  0.0047,  0.4218,  0.3577476E-02,  0.3577476E-02, -0.1288249E-13
  0.0063,  0.4218,  0.3190888E-02,  0.4789665E-02, -0.1598778E-02
  0.0084,  0.4218,  0.2687870E-02,  0.6407490E-02, -0.3719621E-02
  0.0112,  0.4218,  0.2042240E-02,  0.8562595E-02, -0.6520355E-02
  0.0150,  0.4218,  0.1247609E-02,  0.1142605E-01, -0.1017844E-01
  0.0199,  0.4218,  0.3170216E-03,  0.1521745E-01, -0.1490042E-01
  0.0265,  0.4218, -0.7278547E-03,  0.2021379E-01, -0.2094165E-01
  0.0351,  0.4218, -0.1882202E-02,  0.2675570E-01, -0.2863790E-01
  0.0463,  0.4218, -0.3171333E-02,  0.3524617E-01, -0.3841751E-01
  0.0608,  0.4218, -0.4644345E-02,  0.4613387E-01, -0.5077821E-01
  0.0792,  0.4218, -0.6356909E-02,  0.5986829E-01, -0.6622520E-01
  0.1023,  0.4218, -0.8349771E-02,  0.7681148E-01, -0.8516125E-01
  0.1308,  0.4218, -0.1062364E-01,  0.9709361E-01, -0.1077172E+00
  0.1650,  0.4218, -0.1310975E-01,  0.1204192E+00, -0.1335289E+00
  0.2049,  0.4218, -0.1564278E-01,  0.1458735E+00, -0.1615163E+00
  0.2499,  0.4218, -0.1795342E-01,  0.1718383E+00, -0.1897917E+00
  0.2989,  0.4218, -0.1970280E-01,  0.1961525E+00, -0.2158553E+00
  0.3500,  0.4218, -0.2056765E-01,  0.2165779E+00, -0.2371456E+00
  0.4011,  0.4218, -0.2035068E-01,  0.2314332E+00, -0.2517839E+00
  0.4501,  0.4218, -0.1905989E-01,  0.2400871E+00, -0.2591470E+00
  0.4951,  0.4218, -0.1691148E-01,  0.2430425E+00, -0.2599540E+00
  0.5350,  0.4218, -0.1425290E-01,  0.2416016E+00, -0.2558545E+00
  0.5692,  0.4218, -0.1145200E-01,  0.2373492E+00, -0.2488012E+00
  0.5977,  0.4218, -0.8807426E-02,  0.2317206E+00, -0.2405280E+00
  0.6208,  0.4218, -0.6507581E-02,  0.2257803E+00, -0.2322879E+00
  0.6392,  0.4218, -0.4633597E-02,  0.2201911E+00, -0.2248247E+00
  0.6537,  0.4218, -0.3186368E-02,  0.2152875E+00, -0.2184738E+00
  0.6649,  0.4218, -0.2118805E-02,  0.2111803E+00, -0.2132991E+00
  0.6735,  0.4218, -0.1362553E-02,  0.2078489E+00, -0.2092114E+00
  0.6801,  0.4218, -0.8458957E-03,  0.2052075E+00, -0.2060534E+00
  0.6850,  0.4218, -0.5039058E-03,  0.2031473E+00, -0.2036512E+00
  0.6888,  0.4218, -0.2832035E-03,  0.2015596E+00, -0.2018428E+00
  0.6916,  0.4218, -0.1432331E-03,  0.2003465E+00, -0.2004898E+00
  0.6937,  0.4218, -0.5523498E-04,  0.1994258E+00, -0.1994810E+00
  0.6953,  0.4218, -0.7946077E-14,  0.1987301E+00, -0.1987301E+00
  0.0047,  0.4304,  0.3193247E-02,  0.3193247E-02,  0.1505523E-13
  0.0063,  0.4304,  0.2823624E-02,  0.4275245E-02, -0.1451621E-02
  0.0084,  0.4304,  0.2331206E-02,  0.5719311E-02, -0.3388105E-02
  0.0112,  0.4304,  0.1683876E-02,  0.7642953E-02, -0.5959077E-02
  0.0150,  0.4304,  0.8470442E-03,  0.1019887E-01, -0.9351821E-02
  0.0199,  0.4304, -0.2083627E-03,  0.1358306E-01, -0.1379142E-01
  0.0265,  0.4304, -0.1501555E-02,  0.1804278E-01, -0.1954434E-01
  0.0351,  0.4304, -0.3047786E-02,  0.2388207E-01, -0.2692986E-01
  0.0463,  0.4304, -0.4873844E-02,  0.3146066E-01, -0.3633450E-01
  0.0608,  0.4304, -0.7027713E-02,  0.4117899E-01, -0.4820670E-01
  0.0792,  0.4304, -0.9570206E-02,  0.5343831E-01, -0.6300851E-01
  0.1023,  0.4304, -0.1254852E-01,  0.6856175E-01, -0.8111027E-01
  0.1308,  0.4304, -0.1595684E-01,  0.8666554E-01, -0.1026224E+00
  0.1650,  0.4304, -0.1968938E-01,  0.1074859E+00, -0.1271753E+00
  0.2049,  0.4304, -0.2349785E-01,  0.1302064E+00, -0.1537042E+00
  0.2499,  0.4304, -0.2697929E-01,  0.1533825E+00, -0.1803618E+00
  0.2989,  0.4304, -0.2962690E-01,  0.1750853E+00, -0.2047122E+00
  0.3500,  0.4304, -0.3095681E-01,  0.1933170E+00, -0.2242738E+00
  0.4011,  0.4304, -0.3067285E-01,  0.2065767E+00, -0.2372496E+00
  0.4501,  0.4304, -0.2878492E-01,  0.2143012E+00, -0.2430861E+00
  0.4951,  0.4304, -0.2561357E-01,  0.2169392E+00, -0.2425528E+00
  0.5350,  0.4304, -0.2167523E-01,  0.2156531E+00, -0.2373283E+00
  0.5692,  0.4304, -0.1751709E-01,  0.2118574E+00, -0.2293745E+00
  0.5977,  0.4304, -0.1358344E-01,  0.2068333E+00, -0.2204167E+00
  0.6208,  0.4304, -0.1015444E-01,  0.2015310E+00, -0.2116855E+00
  0.6392,  0.4304, -0.7350342E-02,  0.1965421E+00, -0.2038924E+00
  0.6537,  0.4304, -0.5171732E-02,  0.1921651E+00, -0.1973369E+00
  0.6649,  0.4304, -0.3547737E-02,  0.1884991E+00, -0.1920468E+00
  0.6735,  0.4304, -0.2376318E-02,  0.1855254E+00, -0.1879018E+00
  0.6801,  0.4304, -0.1551780E-02,  0.1831677E+00, -0.1847195E+00
  0.6850,  0.4304, -0.9804802E-03,  0.1813289E+00, -0.1823093E+00
  0.6888,  0.4304, -0.5875112E-03,  0.1799116E+00, -0.1804991E+00
  0.6916,  0.4304, -0.3172143E-03,  0.1788289E+00, -0.1791461E+00
  0.6937,  0.4304, -0.1303217E-03,  0.1780070E+00, -0.1781373E+00
  0.6953,  0.4304, -0.1028150E-12,  0.1773861E+00, -0.1773861E+00
  0.0047,  0.4420,  0.2666096E-02,  0.2666096E-02,  0.2094202E-13
  0.0063,  0.4420,  0.2252404E-02,  0.3569474E-02, -0.1317070E-02
  0.0084,  0.4420,  0.1701163E-02,  0.4775150E-02, -0.3073987E-02
  0.0112,  0.4420,  0.9694693E-03,  0.6381232E-02, -0.5411762E-02
  0.0150,  0.4420,  0.5378816E-05,  0.8515206E-02, -0.8509827E-02
  0.0199,  0.4420, -0.1250645E-02,  0.1134073E-01, -0.1259137E-01
  0.0265,  0.4420, -0.2861428E-02,  0.1506423E-01, -0.1792565E-01
  0.0351,  0.4420, -0.4888962E-02,  0.1993955E-01, -0.2482851E-01
  0.0463,  0.4420, -0.7395619E-02,  0.2626704E-01, -0.3366266E-01
  0.0608,  0.4420, -0.1044981E-01,  0.3438104E-01, -0.4483085E-01
  0.0792,  0.4420, -0.1412356E-01,  0.4461655E-01, -0.5874011E-01
  0.1023,  0.4420, -0.1846784E-01,  0.5724337E-01, -0.7571121E-01
  0.1308,  0.4420, -0.2346178E-01,  0.7235853E-01, -0.9582031E-01
  0.1650,  0.4420, -0.2894417E-01,  0.8974181E-01, -0.1186860E+00
  0.2049,  0.4420, -0.3454930E-01,  0.1087115E+00, -0.1432608E+00
  0.2499,  0.4420, -0.3968719E-01,  0.1280616E+00, -0.1677488E+00
  0.2989,  0.4420, -0.4361652E-01,  0.1461817E+00, -0.1897982E+00
  0.3500,  0.4420, -0.4562898E-01,  0.1614036E+00, -0.2070326E+00
  0.4011,  0.4420, -0.4528919E-01,  0.1724744E+00, -0.2177636E+00
  0.4501,  0.4420, -0.4260753E-01,  0.1789237E+00, -0.2215312E+00
  0.4951,  0.4420, -0.3804696E-01,  0.1811262E+00, -0.2191732E+00
  0.5350,  0.4420, -0.3235610E-01,  0.1800524E+00, -0.2124085E+00
  0.5692,  0.4420, -0.2632886E-01,  0.1768833E+00, -0.2032122E+00
  0.5977,  0.4420, -0.2060983E-01,  0.1726886E+00, -0.1932985E+00
  0.6208,  0.4420, -0.1560504E-01,  0.1682617E+00, -0.1838667E+00
  0.6392,  0.4420, -0.1148818E-01,  0.1640963E+00, -0.1755845E+00
  0.6537,  0.4420, -0.8259514E-02,  0.1604419E+00, -0.1687014E+00
  0.6649,  0.4420, -0.5816947E-02,  0.1573811E+00, -0.1631980E+00
  0.6735,  0.4420, -0.4015709E-02,  0.1548983E+00, -0.1589140E+00
  0.6801,  0.4420, -0.2708678E-02,  0.1529299E+00, -0.1556385E+00
  0.6850,  0.4420, -0.1767951E-02,  0.1513945E+00, -0.1531625E+00
  0.6888,  0.4420, -0.1092295E-02,  0.1502113E+00, -0.1513036E+00
  0.6916,  0.4420, -0.6061281E-03,  0.1493073E+00, -0.1499134E+00
  0.6937,  0.4420, -0.2549184E-03,  0.1486211E+00, -0.1488760E+00
  0.6953,  0.4420,  0.2374697E-13,  0.1481026E+00, -0.1481026E+00
  0.0047,  0.4577,  0.1952042E-02,  0.1952042E-02, -0.4861519E-13
  0.0063,  0.4577,  0.1439962E-02,  0.2613471E-02, -0.1173509E-02
  0.0084,  0.4577,  0.7566683E-03,  0.3496234E-02, -0.2739565E-02
  0.0112,  0.4577, -0.1527013E-03,  0.4672162E-02, -0.4824863E-02
  0.0150,  0.4577, -0.1358143E-02,  0.6234599E-02, -0.7592743E-02
