"x","y","psi_numerical","psi_exact","error"
  0.0150,  0.9920, -0.4217572E-01, -0.4699236E-01,  0.4816640E-02
  0.0199,  0.9920, -0.5543700E-01, -0.6258539E-01,  0.7148390E-02
  0.0265,  0.9920, -0.7290433E-01, -0.8313405E-01,  0.1022972E-01
  0.0351,  0.9920, -0.9575460E-01, -0.1100392E+00,  0.1428461E-01
  0.0463,  0.9920, -0.1253637E+00, -0.1449583E+00,  0.1959466E-01
  0.0608,  0.9920, -0.1632257E+00, -0.1897366E+00,  0.2651091E-01
  0.0792,  0.9920, -0.2107535E+00, -0.2462227E+00,  0.3546921E-01
  0.1023,  0.9920, -0.2688933E+00, -0.3159056E+00,  0.4701226E-01
  0.1308,  0.9920, -0.3374995E+00, -0.3993207E+00,  0.6182117E-01
  0.1650,  0.9920, -0.4145009E+00, -0.4952528E+00,  0.8075181E-01
  0.2049,  0.9920, -0.4950886E+00, -0.5999398E+00,  0.1048512E+00
  0.2499,  0.9920, -0.5714285E+00, -0.7067261E+00,  0.1352976E+00
  0.2989,  0.9920, -0.6335313E+00, -0.8067241E+00,  0.1731928E+00
  0.3500,  0.9920, -0.6715472E+00, -0.8907286E+00,  0.2191814E+00
  0.4011,  0.9920, -0.6788183E+00, -0.9518244E+00,  0.2730061E+00
  0.4501,  0.9920, -0.6541905E+00, -0.9874157E+00,  0.3332252E+00
  0.4951,  0.9920, -0.6023110E+00, -0.9995704E+00,  0.3972594E+00
  0.5350,  0.9920, -0.5317847E+00, -0.9936444E+00,  0.4618597E+00
  0.5692,  0.9920, -0.4523561E+00, -0.9761555E+00,  0.5237994E+00
  0.5977,  0.9920, -0.3725185E+00, -0.9530064E+00,  0.5804879E+00
  0.6208,  0.9920, -0.2982782E+00, -0.9285757E+00,  0.6302975E+00
  0.6392,  0.9920, -0.2330101E+00, -0.9055886E+00,  0.6725785E+00
  0.6537,  0.9920, -0.1779569E+00, -0.8854213E+00,  0.7074644E+00
  0.6649,  0.9920, -0.1329300E+00, -0.8685296E+00,  0.7355995E+00
  0.6735,  0.9920, -0.9694320E-01, -0.8548282E+00,  0.7578850E+00
  0.6801,  0.9920, -0.6867404E-01, -0.8439649E+00,  0.7752909E+00
  0.6850,  0.9920, -0.4675175E-01, -0.8354920E+00,  0.7887403E+00
  0.6888,  0.9920, -0.2991537E-01, -0.8289620E+00,  0.7990466E+00
  0.6916,  0.9920, -0.1708012E-01, -0.8239731E+00,  0.8068930E+00
  0.6937,  0.9920, -0.7353552E-02, -0.8201862E+00,  0.8128326E+00
  0.6953,  0.9920,  0.4982363E-15, -0.8173253E+00,  0.8173253E+00
  0.0047,  0.9943, -0.1471550E-01, -0.1471550E-01,  0.1354819E-14
  0.0063,  0.9943, -0.1895819E-01, -0.1970168E-01,  0.7434985E-03
  0.0084,  0.9943, -0.2462043E-01, -0.2635640E-01,  0.1735969E-02
  0.0112,  0.9943, -0.3216261E-01, -0.3522115E-01,  0.3058544E-02
  0.0150,  0.9943, -0.4218242E-01, -0.4699961E-01,  0.4817184E-02
  0.0199,  0.9943, -0.5544584E-01, -0.6259504E-01,  0.7149197E-02
  0.0265,  0.9943, -0.7291600E-01, -0.8314688E-01,  0.1023087E-01
  0.0351,  0.9943, -0.9576996E-01, -0.1100562E+00,  0.1428622E-01
  0.0463,  0.9943, -0.1253838E+00, -0.1449807E+00,  0.1959686E-01
  0.0608,  0.9943, -0.1632520E+00, -0.1897659E+00,  0.2651389E-01
  0.0792,  0.9943, -0.2107875E+00, -0.2462607E+00,  0.3547316E-01
  0.1023,  0.9943, -0.2689369E+00, -0.3159543E+00,  0.4701744E-01
  0.1308,  0.9943, -0.3375544E+00, -0.3993823E+00,  0.6182788E-01
  0.1650,  0.9943, -0.4145688E+00, -0.4953291E+00,  0.8076037E-01
  0.2049,  0.9943, -0.4951704E+00, -0.6000323E+00,  0.1048619E+00
  0.2499,  0.9943, -0.5715242E+00, -0.7068351E+00,  0.1353109E+00
  0.2989,  0.9943, -0.6336396E+00, -0.8068486E+00,  0.1732089E+00
  0.3500,  0.9943, -0.6716653E+00, -0.8908660E+00,  0.2192007E+00
  0.4011,  0.9943, -0.6789424E+00, -0.9519712E+00,  0.2730288E+00
  0.4501,  0.9943, -0.6543166E+00, -0.9875680E+00,  0.3332514E+00
  0.4951,  0.9943, -0.6024353E+00, -0.9997246E+00,  0.3972893E+00
  0.5350,  0.9943, -0.5319045E+00, -0.9937977E+00,  0.4618932E+00
  0.5692,  0.9943, -0.4524696E+00, -0.9763061E+00,  0.5238364E+00
  0.5977,  0.9943, -0.3726252E+00, -0.9531534E+00,  0.5805282E+00
  0.6208,  0.9943, -0.2983780E+00, -0.9287189E+00,  0.6303409E+00
  0.6392,  0.9943, -0.2331035E+00, -0.9057283E+00,  0.6726247E+00
  0.6537,  0.9943, -0.1780447E+00, -0.8855579E+00,  0.7075132E+00
  0.6649,  0.9943, -0.1330125E+00, -0.8686635E+00,  0.7356511E+00
  0.6735,  0.9943, -0.9702039E-01, -0.8549601E+00,  0.7579397E+00
  0.6801,  0.9943, -0.6874609E-01, -0.8440951E+00,  0.7753490E+00
  0.6850,  0.9943, -0.4681735E-01, -0.8356209E+00,  0.7888035E+00
  0.6888,  0.9943, -0.2997162E-01, -0.8290898E+00,  0.7991182E+00
  0.6916,  0.9943, -0.1712251E-01, -0.8241002E+00,  0.8069777E+00
  0.6937,  0.9943, -0.7380515E-02, -0.8203127E+00,  0.8129322E+00
  0.6953,  0.9943, -0.2665198E-14, -0.8174513E+00,  0.8174513E+00
  0.0047,  0.9960, -0.1471665E-01, -0.1471665E-01, -0.1332441E-13
  0.0063,  0.9960, -0.1895971E-01, -0.1970322E-01,  0.7435161E-03
  0.0084,  0.9960, -0.2462245E-01, -0.2635846E-01,  0.1736010E-02
  0.0112,  0.9960, -0.3216529E-01, -0.3522391E-01,  0.3058616E-02
  0.0150,  0.9960, -0.4218598E-01, -0.4700328E-01,  0.4817298E-02
  0.0199,  0.9960, -0.5545057E-01, -0.6259993E-01,  0.7149366E-02
  0.0265,  0.9960, -0.7292226E-01, -0.8315337E-01,  0.1023112E-01
  0.0351,  0.9960, -0.9577823E-01, -0.1100648E+00,  0.1428655E-01
  0.0463,  0.9960, -0.1253947E+00, -0.1449920E+00,  0.1959733E-01
  0.0608,  0.9960, -0.1632662E+00, -0.1897807E+00,  0.2651451E-01
  0.0792,  0.9960, -0.2108059E+00, -0.2462799E+00,  0.3547399E-01
  0.1023,  0.9960, -0.2689605E+00, -0.3159790E+00,  0.4701853E-01
  0.1308,  0.9960, -0.3375842E+00, -0.3994135E+00,  0.6182929E-01
  0.1650,  0.9960, -0.4146057E+00, -0.4953679E+00,  0.8076216E-01
  0.2049,  0.9960, -0.4952151E+00, -0.6000792E+00,  0.1048642E+00
  0.2499,  0.9960, -0.5715767E+00, -0.7068903E+00,  0.1353137E+00
  0.2989,  0.9960, -0.6336993E+00, -0.8069116E+00,  0.1732123E+00
  0.3500,  0.9960, -0.6717309E+00, -0.8909356E+00,  0.2192047E+00
  0.4011,  0.9960, -0.6790121E+00, -0.9520456E+00,  0.2730335E+00
  0.4501,  0.9960, -0.6543883E+00, -0.9876451E+00,  0.3332569E+00
  0.4951,  0.9960, -0.6025072E+00, -0.9998028E+00,  0.3972955E+00
  0.5350,  0.9960, -0.5319752E+00, -0.9938754E+00,  0.4619002E+00
  0.5692,  0.9960, -0.4525382E+00, -0.9763824E+00,  0.5238442E+00
  0.5977,  0.9960, -0.3726912E+00, -0.9532279E+00,  0.5805367E+00
  0.6208,  0.9960, -0.2984415E+00, -0.9287915E+00,  0.6303500E+00
  0.6392,  0.9960, -0.2331646E+00, -0.9057990E+00,  0.6726344E+00
  0.6537,  0.9960, -0.1781037E+00, -0.8856271E+00,  0.7075234E+00
  0.6649,  0.9960, -0.1330696E+00, -0.8687314E+00,  0.7356619E+00
  0.6735,  0.9960, -0.9707567E-01, -0.8550269E+00,  0.7579512E+00
  0.6801,  0.9960, -0.6879985E-01, -0.8441611E+00,  0.7753612E+00
  0.6850,  0.9960, -0.4686916E-01, -0.8356862E+00,  0.7888170E+00
  0.6888,  0.9960, -0.3002018E-01, -0.8291546E+00,  0.7991344E+00
  0.6916,  0.9960, -0.1716485E-01, -0.8241646E+00,  0.8069998E+00
  0.6937,  0.9960, -0.7413890E-02, -0.8203768E+00,  0.8129629E+00
  0.6953,  0.9960, -0.1922975E-04, -0.8175152E+00,  0.8174960E+00
  0.7020,  0.4040,  0.2391676E+00,  0.2391676E+00, -0.4480860E-12
  0.7041,  0.4040,  0.2380202E+00,  0.2380202E+00,  0.4160006E-12
  0.7082,  0.4040,  0.2356950E+00,  0.2356950E+00, -0.7668866E-13
  0.7163,  0.4040,  0.2310267E+00,  0.2310267E+00, -0.1450506E-12
  0.7315,  0.4040,  0.2218507E+00,  0.2218507E+00,  0.1185718E-12
  0.7580,  0.4040,  0.2046654E+00,  0.2046654E+00,  0.1456751E-11
  0.7986,  0.4040,  0.1756272E+00,  0.1756272E+00, -0.5265233E-13
  0.8500,  0.4040,  0.1348327E+00,  0.1348327E+00, -0.1121325E-12
  0.9014,  0.4040,  0.9052937E-01,  0.9052937E-01,  0.9284240E-14
  0.9420,  0.4040,  0.5381381E-01,  0.5381381E-01, -0.3642919E-14
  0.9685,  0.4040,  0.2934284E-01,  0.2934284E-01,  0.5481726E-15
  0.9837,  0.4040,  0.1519622E-01,  0.1519622E-01,  0.7112366E-16
  0.9918,  0.4040,  0.7653810E-02,  0.7653810E-02, -0.1821460E-16
  0.9959,  0.4040,  0.3800220E-02,  0.3800220E-02, -0.2602085E-17
  0.9980,  0.4040,  0.1873388E-02,  0.1873388E-02, -0.1301043E-17
  0.7020,  0.4057,  0.2339809E+00,  0.2352078E+00, -0.1226922E-02
  0.7041,  0.4057,  0.2335655E+00,  0.2340793E+00, -0.5138079E-03
  0.7082,  0.4057,  0.2318151E+00,  0.2317926E+00,  0.2251918E-04
  0.7163,  0.4057,  0.2276201E+00,  0.2272017E+00,  0.4184501E-03
  0.7315,  0.4057,  0.2188829E+00,  0.2181776E+00,  0.7053783E-03
  0.7580,  0.4057,  0.2021223E+00,  0.2012768E+00,  0.8454907E-03
  0.7986,  0.4057,  0.1735378E+00,  0.1727194E+00,  0.8184098E-03
  0.8500,  0.4057,  0.1332541E+00,  0.1326003E+00,  0.6538636E-03
  0.9014,  0.4057,  0.8947001E-01,  0.8903049E-01,  0.4395132E-03
  0.9420,  0.4057,  0.5318028E-01,  0.5292283E-01,  0.2574503E-03
  0.9685,  0.4057,  0.2899309E-01,  0.2885701E-01,  0.1360757E-03
  0.9837,  0.4057,  0.1501060E-01,  0.1494462E-01,  0.6597864E-04
  0.9918,  0.4057,  0.7555710E-02,  0.7527088E-02,  0.2862274E-04
  0.9959,  0.4057,  0.3746841E-02,  0.3737301E-02,  0.9540569E-05
  0.9980,  0.4057,  0.1842371E-02,  0.1842371E-02,  0.4336809E-17
  0.7020,  0.4080,  0.2278531E+00,  0.2296439E+00, -0.1790777E-02
  0.7041,  0.4080,  0.2276390E+00,  0.2285422E+00, -0.9031380E-03
  0.7082,  0.4080,  0.2264249E+00,  0.2263095E+00,  0.1153997E-03
  0.7163,  0.4080,  0.2228512E+00,  0.2218272E+00,  0.1024063E-02
  0.7315,  0.4080,  0.2147146E+00,  0.2130166E+00,  0.1698070E-02
  0.7580,  0.4080,  0.1985478E+00,  0.1965156E+00,  0.2032210E-02
  0.7986,  0.4080,  0.1706001E+00,  0.1686337E+00,  0.1966367E-02
  0.8500,  0.4080,  0.1310346E+00,  0.1294636E+00,  0.1570970E-02
  0.9014,  0.4080,  0.8798040E-01,  0.8692447E-01,  0.1055933E-02
  0.9420,  0.4080,  0.5228945E-01,  0.5167094E-01,  0.6185145E-03
  0.9685,  0.4080,  0.2850132E-01,  0.2817440E-01,  0.3269185E-03
  0.9837,  0.4080,  0.1474962E-01,  0.1459111E-01,  0.1585109E-03
  0.9918,  0.4080,  0.7417799E-02,  0.7349034E-02,  0.6876531E-04
  0.9959,  0.4080,  0.3671816E-02,  0.3648895E-02,  0.2292095E-04
  0.9980,  0.4080,  0.1798789E-02,  0.1798789E-02,  0.1517883E-17
  0.7020,  0.4112,  0.2199944E+00,  0.2218420E+00, -0.1847567E-02
  0.7041,  0.4112,  0.2198960E+00,  0.2207777E+00, -0.8816541E-03
  0.7082,  0.4112,  0.2191023E+00,  0.2186209E+00,  0.4814066E-03
  0.7163,  0.4112,  0.2162260E+00,  0.2142908E+00,  0.1935166E-02
  0.7315,  0.4112,  0.2088819E+00,  0.2057795E+00,  0.3102374E-02
  0.7580,  0.4112,  0.1935351E+00,  0.1898391E+00,  0.3695950E-02
  0.7986,  0.4112,  0.1664776E+00,  0.1629045E+00,  0.3573076E-02
  0.8500,  0.4112,  0.1279192E+00,  0.1250652E+00,  0.2854062E-02
  0.9014,  0.4112,  0.8588952E-01,  0.8397129E-01,  0.1918232E-02
  0.9420,  0.4112,  0.5103904E-01,  0.4991546E-01,  0.1123577E-02
  0.9685,  0.4112,  0.2781107E-01,  0.2721720E-01,  0.5938699E-03
  0.9837,  0.4112,  0.1438333E-01,  0.1409539E-01,  0.2879447E-03
  0.9918,  0.4112,  0.7224274E-02,  0.7099357E-02,  0.1249168E-03
  0.9959,  0.4112,  0.3566564E-02,  0.3524927E-02,  0.4163746E-04
  0.9980,  0.4112,  0.1737677E-02,  0.1737677E-02,  0.1837723E-14
  0.7020,  0.4156,  0.2099250E+00,  0.2109332E+00, -0.1008162E-02
  0.7041,  0.4156,  0.2098681E+00,  0.2099212E+00, -0.5304416E-04
  0.7082,  0.4156,  0.2093460E+00,  0.2078705E+00,  0.1475512E-02
  0.7163,  0.4156,  0.2071425E+00,  0.2037533E+00,  0.3389183E-02
  0.7315,  0.4156,  0.2007717E+00,  0.1956606E+00,  0.5111185E-02
  0.7580,  0.4156,  0.1865318E+00,  0.1805040E+00,  0.6027748E-02
  0.7986,  0.4156,  0.1607096E+00,  0.1548939E+00,  0.5815668E-02
  0.8500,  0.4156,  0.1235584E+00,  0.1189153E+00,  0.4643183E-02
  0.9014,  0.4156,  0.8296234E-01,  0.7984210E-01,  0.3120237E-02
  0.9420,  0.4156,  0.4928846E-01,  0.4746093E-01,  0.1827535E-02
  0.9685,  0.4156,  0.2684476E-01,  0.2587883E-01,  0.9659381E-03
  0.9837,  0.4156,  0.1387061E-01,  0.1340226E-01,  0.4683438E-03
  0.9918,  0.4156,  0.6953433E-02,  0.6750255E-02,  0.2031783E-03
  0.9959,  0.4156,  0.3419316E-02,  0.3351593E-02,  0.6772371E-04
  0.9980,  0.4156,  0.1652229E-02,  0.1652229E-02, -0.1314053E-15
  0.7020,  0.4218,  0.1969461E+00,  0.1957435E+00,  0.1202547E-02
  0.7041,  0.4218,  0.1969000E+00,  0.1948044E+00,  0.2095630E-02
  0.7082,  0.4218,  0.1965361E+00,  0.1929014E+00,  0.3634722E-02
  0.7163,  0.4218,  0.1948965E+00,  0.1890807E+00,  0.5815809E-02
  0.7315,  0.4218,  0.1896105E+00,  0.1815707E+00,  0.8039803E-02
  0.7580,  0.4218,  0.1768064E+00,  0.1675056E+00,  0.9300784E-02
  0.7986,  0.4218,  0.1526755E+00,  0.1437397E+00,  0.8935813E-02
  0.8500,  0.4218,  0.1174789E+00,  0.1103520E+00,  0.7126921E-02
  0.9014,  0.4218,  0.7888035E-01,  0.7409254E-01,  0.4787814E-02
  0.9420,  0.4218,  0.4684713E-01,  0.4404319E-01,  0.2803939E-02
  0.9685,  0.4218,  0.2549722E-01,  0.2401525E-01,  0.1481970E-02
  0.9837,  0.4218,  0.1315568E-01,  0.1243714E-01,  0.7185401E-03
  0.9918,  0.4218,  0.6575877E-02,  0.6264158E-02,  0.3117190E-03
  0.9959,  0.4218,  0.3214142E-02,  0.3110239E-02,  0.1039026E-03
  0.9980,  0.4218,  0.1533249E-02,  0.1533249E-02, -0.1126052E-14
  0.7020,  0.4304,  0.1801704E+00,  0.1747202E+00,  0.5450163E-02
  0.7041,  0.4304,  0.1801347E+00,  0.1738820E+00,  0.6252706E-02
  0.7082,  0.4304,  0.1798745E+00,  0.1721833E+00,  0.7691161E-02
  0.7163,  0.4304,  0.1786753E+00,  0.1687730E+00,  0.9902283E-02
  0.7315,  0.4304,  0.1744797E+00,  0.1620696E+00,  0.1241007E-01
  0.7580,  0.4304,  0.1634314E+00,  0.1495152E+00,  0.1391628E-01
  0.7986,  0.4304,  0.1415642E+00,  0.1283018E+00,  0.1326242E-01
  0.8500,  0.4304,  0.1090555E+00,  0.9849992E-01,  0.1055553E-01
  0.9014,  0.4304,  0.7322153E-01,  0.6613483E-01,  0.7086700E-02
  0.9420,  0.4304,  0.4346224E-01,  0.3931285E-01,  0.4149390E-02
  0.9685,  0.4304,  0.2362890E-01,  0.2143596E-01,  0.2192942E-02
  0.9837,  0.4304,  0.1216461E-01,  0.1110137E-01,  0.1063240E-02
  0.9918,  0.4304,  0.6052629E-02,  0.5591373E-02,  0.4612556E-03
  0.9959,  0.4304,  0.2929939E-02,  0.2776192E-02,  0.1537463E-03
  0.9980,  0.4304,  0.1368575E-02,  0.1368575E-02,  0.3467929E-14
  0.7020,  0.4420,  0.1586145E+00,  0.1458769E+00,  0.1273762E-01
  0.7041,  0.4420,  0.1585904E+00,  0.1451770E+00,  0.1341338E-01
  0.7082,  0.4420,  0.1584077E+00,  0.1437588E+00,  0.1464894E-01
  0.7163,  0.4420,  0.1575476E+00,  0.1409114E+00,  0.1663617E-01
  0.7315,  0.4420,  0.1543596E+00,  0.1353147E+00,  0.1904493E-01
  0.7580,  0.4420,  0.1453083E+00,  0.1248327E+00,  0.2047559E-01
  0.7986,  0.4420,  0.1263654E+00,  0.1071213E+00,  0.1924403E-01
  0.8500,  0.4420,  0.9749460E-01,  0.8223926E-01,  0.1525534E-01
  0.9014,  0.4420,  0.6544696E-01,  0.5521710E-01,  0.1022986E-01
  0.9420,  0.4420,  0.3881035E-01,  0.3282297E-01,  0.5987384E-02
  0.9685,  0.4420,  0.2106116E-01,  0.1789724E-01,  0.3163914E-02
  0.9837,  0.4420,  0.1080268E-01,  0.9268720E-02,  0.1533960E-02
  0.9918,  0.4420,  0.5333790E-02,  0.4668332E-02,  0.6654579E-03
  0.9959,  0.4420,  0.2539701E-02,  0.2317890E-02,  0.2218108E-03
  0.9980,  0.4420,  0.1142646E-02,  0.1142646E-02, -0.1067505E-13
  0.7020,  0.4577,  0.1312381E+00,  0.1068070E+00,  0.2443105E-01
  0.7041,  0.4577,  0.1312225E+00,  0.1062946E+00,  0.2492786E-01
  0.7082,  0.4577,  0.1310976E+00,  0.1052562E+00,  0.2584138E-01
  0.7163,  0.4577,  0.1304989E+00,  0.1031715E+00,  0.2732746E-01
  0.7315,  0.4577,  0.1281966E+00,  0.9907368E-01,  0.2912293E-01
  0.7580,  0.4577,  0.1212623E+00,  0.9139910E-01,  0.2986319E-01
  0.7986,  0.4577,  0.1059235E+00,  0.7843129E-01,  0.2749225E-01
  0.8500,  0.4577,  0.8185615E-01,  0.6021332E-01,  0.2164283E-01
  0.9014,  0.4577,  0.5491056E-01,  0.4042844E-01,  0.1448212E-01
  0.9420,  0.4577,  0.3250212E-01,  0.2403207E-01,  0.8470043E-02
  0.9685,  0.4577,  0.1757864E-01,  0.1310387E-01,  0.4474773E-02
  0.9837,  0.4577,  0.8955667E-02,  0.6786302E-02,  0.2169365E-02
  0.9918,  0.4577,  0.4359116E-02,  0.3418024E-02,  0.9410917E-03
  0.9959,  0.4577,  0.2010780E-02,  0.1697095E-02,  0.3136841E-03
  0.9980,  0.4577,  0.8366142E-03,  0.8366142E-03, -0.7708677E-14
  0.7020,  0.4783,  0.9702432E-01,  0.5485753E-01,  0.4216680E-01
  0.7041,  0.4783,  0.9701443E-01,  0.5459434E-01,  0.4242010E-01
  0.7082,  0.4783,  0.9693380E-01,  0.5406101E-01,  0.4287279E-01
  0.7163,  0.4783,  0.9654387E-01,  0.5299026E-01,  0.4355361E-01
  0.7315,  0.4783,  0.9501456E-01,  0.5088557E-01,  0.4412899E-01
  0.7580,  0.4783,  0.9021755E-01,  0.4694380E-01,  0.4327375E-01
  0.7986,  0.4783,  0.7910037E-01,  0.4028336E-01,  0.3881701E-01
  0.8500,  0.4783,  0.6115845E-01,  0.3092637E-01,  0.3023208E-01
  0.9014,  0.4783,  0.4092165E-01,  0.2076459E-01,  0.2015706E-01
  0.9420,  0.4783,  0.2411786E-01,  0.1234319E-01,  0.1177466E-01
  0.9685,  0.4783,  0.1294842E-01,  0.6730323E-02,  0.6218101E-02
  0.9837,  0.4783,  0.6499728E-02,  0.3485536E-02,  0.3014192E-02
  0.9918,  0.4783,  0.3063092E-02,  0.1755543E-02,  0.1307549E-02
  0.9959,  0.4783,  0.1307480E-02,  0.8716509E-03,  0.4358289E-03
  0.9980,  0.4783,  0.4296962E-03,  0.4296962E-03,  0.1146701E-13
  0.7020,  0.5049,  0.5521829E-01, -0.1240219E-01,  0.6762048E-01
  0.7041,  0.5049,  0.5521299E-01, -0.1234269E-01,  0.6755568E-01
  0.7082,  0.5049,  0.5516986E-01, -0.1222211E-01,  0.6739197E-01
  0.7163,  0.5049,  0.5496046E-01, -0.1198004E-01,  0.6694050E-01
  0.7315,  0.5049,  0.5413022E-01, -0.1150421E-01,  0.6563443E-01
  0.7580,  0.5049,  0.5145828E-01, -0.1061306E-01,  0.6207134E-01
  0.7986,  0.5049,  0.4507373E-01, -0.9107264E-02,  0.5418099E-01
  0.8500,  0.5049,  0.3461740E-01, -0.6991835E-02,  0.4160924E-01
  0.9014,  0.5049,  0.2289940E-01, -0.4694459E-02,  0.2759385E-01
  0.9420,  0.5049,  0.1329782E-01, -0.2790550E-02,  0.1608837E-01
  0.9685,  0.5049,  0.6969167E-02, -0.1521592E-02,  0.8490759E-02
  0.9837,  0.5049,  0.3327123E-02, -0.7880100E-03,  0.4115133E-02
  0.9918,  0.5049,  0.1388160E-02, -0.3968933E-03,  0.1785053E-02
  0.9959,  0.5049,  0.3979211E-03, -0.1970629E-03,  0.5949839E-03
  0.9980,  0.5049, -0.9714574E-04, -0.9714574E-04, -0.6698946E-13
  0.7020,  0.5382,  0.5738950E-02, -0.9628586E-01,  0.1020248E+00
  0.7041,  0.5382,  0.5738002E-02, -0.9582391E-01,  0.1015619E+00
  0.7082,  0.5382,  0.5730091E-02, -0.9488781E-01,  0.1006179E+00
  0.7163,  0.5382,  0.5690692E-02, -0.9300844E-01,  0.9869913E-01
  0.7315,  0.5382,  0.5528806E-02, -0.8931429E-01,  0.9484310E-01
  0.7580,  0.5382,  0.4992033E-02, -0.8239571E-01,  0.8738774E-01
  0.7986,  0.5382,  0.3750116E-02, -0.7070530E-01,  0.7445542E-01
  0.8500,  0.5382,  0.2025782E-02, -0.5428192E-01,  0.5630771E-01
  0.9014,  0.5382,  0.6391361E-03, -0.3644598E-01,  0.3708512E-01
  0.9420,  0.5382, -0.9795343E-04, -0.2166476E-01,  0.2156681E-01
  0.9685,  0.5382, -0.4408410E-03, -0.1181306E-01,  0.1137221E-01
  0.9837,  0.5382, -0.6074867E-03, -0.6117808E-02,  0.5510321E-02
  0.9918,  0.5382, -0.6912190E-03, -0.3081327E-02,  0.2390108E-02
  0.9959,  0.5382, -0.7332733E-03, -0.1529921E-02,  0.7966474E-03
  0.9980,  0.5382, -0.7542023E-03, -0.7542023E-03, -0.1763428E-12
  0.7020,  0.5781, -0.5029976E-01, -0.1957178E+00,  0.1454180E+00
  0.7041,  0.5781, -0.5029635E-01, -0.1947788E+00,  0.1444825E+00
  0.7082,  0.5781, -0.5026929E-01, -0.1928760E+00,  0.1426067E+00
  0.7163,  0.5781, -0.5014013E-01, -0.1890559E+00,  0.1389157E+00
  0.7315,  0.5781, -0.4963676E-01, -0.1815469E+00,  0.1319101E+00
  0.7580,  0.5781, -0.4800368E-01, -0.1674836E+00,  0.1194799E+00
  0.7986,  0.5781, -0.4379753E-01, -0.1437209E+00,  0.9992332E-01
  0.8500,  0.5781, -0.3582430E-01, -0.1103375E+00,  0.7451318E-01
  0.9014,  0.5781, -0.2536607E-01, -0.7408281E-01,  0.4871674E-01
  0.9420,  0.5781, -0.1578956E-01, -0.4403740E-01,  0.2824785E-01
  0.9685,  0.5781, -0.9131905E-02, -0.2401209E-01,  0.1488019E-01
  0.9837,  0.5781, -0.5227498E-02, -0.1243551E-01,  0.7208013E-02
  0.9918,  0.5781, -0.3137074E-02, -0.6263335E-02,  0.3126261E-02
  0.9959,  0.5781, -0.2067831E-02, -0.3109830E-02,  0.1041999E-02
  0.9980,  0.5781, -0.1533048E-02, -0.1533048E-02, -0.1082962E-12
  0.7020,  0.6241, -0.1101816E+00, -0.3060641E+00,  0.1958825E+00
  0.7041,  0.6241, -0.1101738E+00, -0.3045957E+00,  0.1944219E+00
  0.7082,  0.6241, -0.1101118E+00, -0.3016201E+00,  0.1915083E+00
  0.7163,  0.6241, -0.1098146E+00, -0.2956461E+00,  0.1858315E+00
  0.7315,  0.6241, -0.1086473E+00, -0.2839035E+00,  0.1752562E+00
  0.7580,  0.6241, -0.1048333E+00, -0.2619114E+00,  0.1570781E+00
  0.7986,  0.6241, -0.9504890E-01, -0.2247511E+00,  0.1297022E+00
  0.8500,  0.6241, -0.7688628E-01, -0.1725461E+00,  0.9565979E-01
  0.9014,  0.6241, -0.5371532E-01, -0.1158509E+00,  0.6213560E-01
  0.9420,  0.6241, -0.3293881E-01, -0.6886582E-01,  0.3592701E-01
  0.9685,  0.6241, -0.1864338E-01, -0.3755018E-01,  0.1890681E-01
  0.9837,  0.6241, -0.1029077E-01, -0.1944669E-01,  0.9155920E-02
  0.9918,  0.6241, -0.5823793E-02, -0.9794621E-02,  0.3970829E-02
  0.9959,  0.6241, -0.3539683E-02, -0.4863162E-02,  0.1323479E-02
  0.9980,  0.6241, -0.2397385E-02, -0.2397385E-02,  0.2990073E-12
  0.7020,  0.6742, -0.1696958E+00, -0.4190415E+00,  0.2493457E+00
  0.7041,  0.6742, -0.1696838E+00, -0.4170310E+00,  0.2473472E+00
  0.7082,  0.6742, -0.1695883E+00, -0.4129571E+00,  0.2433688E+00
  0.7163,  0.6742, -0.1691293E+00, -0.4047779E+00,  0.2356486E+00
  0.7315,  0.6742, -0.1673233E+00, -0.3887008E+00,  0.2213774E+00
  0.7580,  0.6742, -0.1614067E+00, -0.3585907E+00,  0.1971840E+00
  0.7986,  0.6742, -0.1462056E+00, -0.3077134E+00,  0.1615078E+00
  0.8500,  0.6742, -0.1180282E+00, -0.2362380E+00,  0.1182097E+00
  0.9014,  0.6742, -0.8221319E-01, -0.1586149E+00,  0.7640175E-01
  0.9420,  0.6742, -0.5021163E-01, -0.9428625E-01,  0.4407462E-01
  0.9685,  0.6742, -0.2823539E-01, -0.5141108E-01,  0.2317569E-01
  0.9837,  0.6742, -0.1540451E-01, -0.2662504E-01,  0.1122054E-01
  0.9918,  0.6742, -0.8544162E-02, -0.1341011E-01,  0.4865947E-02
  0.9959,  0.6742, -0.5036497E-02, -0.6658300E-02,  0.1621803E-02
  0.9980,  0.6742, -0.3282331E-02, -0.3282331E-02, -0.1607438E-13
  0.7020,  0.7258, -0.2240623E+00, -0.5245300E+00,  0.3004677E+00
  0.7041,  0.7258, -0.2240465E+00, -0.5220135E+00,  0.2979669E+00
  0.7082,  0.7258, -0.2239207E+00, -0.5169139E+00,  0.2929932E+00
  0.7163,  0.7258, -0.2233161E+00, -0.5066758E+00,  0.2833597E+00
  0.7315,  0.7258, -0.2209349E+00, -0.4865514E+00,  0.2656166E+00
  0.7580,  0.7258, -0.2131236E+00, -0.4488615E+00,  0.2357379E+00
